Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2000","2000","1000 tonnes","166492","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2001","2001","1000 tonnes","168013","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2002","2002","1000 tonnes","179857","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2003","2003","1000 tonnes","183390","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2004","2004","1000 tonnes","179967","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2005","2005","1000 tonnes","176979","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2006","2006","1000 tonnes","188287","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2007","2007","1000 tonnes","199838","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2008","2008","1000 tonnes","195690","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","2009","2009","1000 tonnes","185420","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1961","1961","1000 tonnes","40316","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1962","1962","1000 tonnes","45550","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1963","1963","1000 tonnes","44166","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1964","1964","1000 tonnes","46193","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1965","1965","1000 tonnes","44643","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1966","1966","1000 tonnes","40470","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1967","1967","1000 tonnes","39345","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1968","1968","1000 tonnes","41668","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1969","1969","1000 tonnes","41057","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1970","1970","1000 tonnes","43294","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1971","1971","1000 tonnes","42047","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1972","1972","1000 tonnes","40939","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1973","1973","1000 tonnes","41636","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1974","1974","1000 tonnes","42399","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1975","1975","1000 tonnes","39690","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1976","1976","1000 tonnes","43846","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1977","1977","1000 tonnes","41709","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1978","1978","1000 tonnes","43543","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1979","1979","1000 tonnes","40381","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1980","1980","1000 tonnes","40044","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1981","1981","1000 tonnes","40913","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1982","1982","1000 tonnes","44837","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1983","1983","1000 tonnes","47057","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1984","1984","1000 tonnes","49257","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1985","1985","1000 tonnes","49742","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1986","1986","1000 tonnes","51557","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1987","1987","1000 tonnes","53315","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1988","1988","1000 tonnes","54679","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1989","1989","1000 tonnes","55146","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1990","1990","1000 tonnes","58384","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1991","1991","1000 tonnes","54507","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1992","1992","1000 tonnes","51018","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1993","1993","1000 tonnes","54709","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1994","1994","1000 tonnes","56246","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1995","1995","1000 tonnes","55368","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1996","1996","1000 tonnes","53277","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1997","1997","1000 tonnes","54497","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1998","1998","1000 tonnes","55518","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","1999","1999","1000 tonnes","57011","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2000","2000","1000 tonnes","54926","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2001","2001","1000 tonnes","55126","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2002","2002","1000 tonnes","57437","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2003","2003","1000 tonnes","58580","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2004","2004","1000 tonnes","59126","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2005","2005","1000 tonnes","60513","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2006","2006","1000 tonnes","60195","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2007","2007","1000 tonnes","61113","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2008","2008","1000 tonnes","62575","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2911","Pulses","2009","2009","1000 tonnes","63765","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1961","1961","1000 tonnes","3004","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1962","1962","1000 tonnes","2691","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1963","1963","1000 tonnes","2951","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1964","1964","1000 tonnes","3103","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1965","1965","1000 tonnes","2919","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1966","1966","1000 tonnes","3133","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1967","1967","1000 tonnes","3104","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1968","1968","1000 tonnes","3364","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1969","1969","1000 tonnes","3231","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1970","1970","1000 tonnes","3562","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1971","1971","1000 tonnes","3398","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1972","1972","1000 tonnes","3505","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1973","1973","1000 tonnes","3754","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1974","1974","1000 tonnes","3755","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1975","1975","1000 tonnes","3832","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1976","1976","1000 tonnes","3814","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1977","1977","1000 tonnes","3814","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1978","1978","1000 tonnes","3986","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1979","1979","1000 tonnes","3932","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1980","1980","1000 tonnes","3928","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1981","1981","1000 tonnes","4589","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1982","1982","1000 tonnes","4265","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1983","1983","1000 tonnes","4328","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1984","1984","1000 tonnes","4454","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1985","1985","1000 tonnes","4562","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1986","1986","1000 tonnes","4568","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1987","1987","1000 tonnes","4939","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1988","1988","1000 tonnes","5065","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1989","1989","1000 tonnes","5430","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1990","1990","1000 tonnes","5514","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1991","1991","1000 tonnes","5873","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1992","1992","1000 tonnes","6058","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1993","1993","1000 tonnes","6250","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1994","1994","1000 tonnes","6617","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1995","1995","1000 tonnes","6458","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1996","1996","1000 tonnes","6788","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1997","1997","1000 tonnes","7581","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1998","1998","1000 tonnes","7253","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","1999","1999","1000 tonnes","8386","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2000","2000","1000 tonnes","8296","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2001","2001","1000 tonnes","8844","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2002","2002","1000 tonnes","9567","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2003","2003","1000 tonnes","9845","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2004","2004","1000 tonnes","10155","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2005","2005","1000 tonnes","11201","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2006","2006","1000 tonnes","12178","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2007","2007","1000 tonnes","13140","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2008","2008","1000 tonnes","14668","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2912","Treenuts","2009","2009","1000 tonnes","14737","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1961","1961","1000 tonnes","104480","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1962","1962","1000 tonnes","106919","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1963","1963","1000 tonnes","114982","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1964","1964","1000 tonnes","114684","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1965","1965","1000 tonnes","120480","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1966","1966","1000 tonnes","125407","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1967","1967","1000 tonnes","128109","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1968","1968","1000 tonnes","133433","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1969","1969","1000 tonnes","131562","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1970","1970","1000 tonnes","139945","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1971","1971","1000 tonnes","147551","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1972","1972","1000 tonnes","146892","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1973","1973","1000 tonnes","161882","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1974","1974","1000 tonnes","154147","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1975","1975","1000 tonnes","168913","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1976","1976","1000 tonnes","159058","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1977","1977","1000 tonnes","182515","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1978","1978","1000 tonnes","188567","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1979","1979","1000 tonnes","203339","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1980","1980","1000 tonnes","195534","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1981","1981","1000 tonnes","210405","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1982","1982","1000 tonnes","219010","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1983","1983","1000 tonnes","201903","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1984","1984","1000 tonnes","224501","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1985","1985","1000 tonnes","243514","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1986","1986","1000 tonnes","237374","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1987","1987","1000 tonnes","250561","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1988","1988","1000 tonnes","245348","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1989","1989","1000 tonnes","260416","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1990","1990","1000 tonnes","271868","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1991","1991","1000 tonnes","278037","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1992","1992","1000 tonnes","281642","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1993","1993","1000 tonnes","279859","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1994","1994","1000 tonnes","314539","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1995","1995","1000 tonnes","317485","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1996","1996","1000 tonnes","320370","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1997","1997","1000 tonnes","337394","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1998","1998","1000 tonnes","355458","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","1999","1999","1000 tonnes","364923","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2000","2000","1000 tonnes","367086","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2001","2001","1000 tonnes","381884","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2002","2002","1000 tonnes","383375","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2003","2003","1000 tonnes","407133","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2004","2004","1000 tonnes","440644","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2005","2005","1000 tonnes","461009","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2006","2006","1000 tonnes","467954","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2007","2007","1000 tonnes","469917","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2008","2008","1000 tonnes","496235","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2913","Oilcrops","2009","2009","1000 tonnes","488124","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1961","1961","1000 tonnes","18559","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1962","1962","1000 tonnes","19705","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1963","1963","1000 tonnes","21367","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1964","1964","1000 tonnes","20690","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1965","1965","1000 tonnes","22713","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1966","1966","1000 tonnes","23553","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1967","1967","1000 tonnes","24051","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1968","1968","1000 tonnes","24400","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1969","1969","1000 tonnes","24925","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1970","1970","1000 tonnes","27219","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1971","1971","1000 tonnes","28787","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1972","1972","1000 tonnes","28634","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1973","1973","1000 tonnes","29186","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1974","1974","1000 tonnes","31697","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1975","1975","1000 tonnes","32537","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1976","1976","1000 tonnes","33527","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1977","1977","1000 tonnes","34673","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1978","1978","1000 tonnes","37929","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1979","1979","1000 tonnes","39872","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1980","1980","1000 tonnes","42730","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1981","1981","1000 tonnes","43443","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1982","1982","1000 tonnes","45434","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1983","1983","1000 tonnes","46990","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1984","1984","1000 tonnes","47564","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1985","1985","1000 tonnes","51355","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1986","1986","1000 tonnes","53162","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1987","1987","1000 tonnes","55843","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1988","1988","1000 tonnes","58437","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1989","1989","1000 tonnes","60113","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1990","1990","1000 tonnes","63598","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1991","1991","1000 tonnes","65127","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1992","1992","1000 tonnes","67737","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1993","1993","1000 tonnes","68974","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1994","1994","1000 tonnes","71258","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1995","1995","1000 tonnes","77366","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1996","1996","1000 tonnes","80801","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1997","1997","1000 tonnes","83350","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1998","1998","1000 tonnes","86540","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2914","Vegetable Oils","1999","1999","1000 tonnes","90556","I","Imputed value"
